filename,width,height,aspect_ratio,category,suggested_use,path,assunto,descricao_assunto
739353958201886.jpg,900,900,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/739353958201886.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3770106809687306.jpg,720,405,1.78,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/3770106809687306.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4033683109996340.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4033683109996340.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
565923665544917.jpg,1080,1080,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/565923665544917.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
555513183252632.jpg,1600,720,2.22,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/555513183252632.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
967195892084357.jpg,1280,853,1.5,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/967195892084357.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
279001487570471.jpg,462,1000,0.46,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/279001487570471.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3934808389883813.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3934808389883813.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3880302105334442.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3880302105334442.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
325519352918684.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/325519352918684.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
210137901123497.jpg,1080,579,1.87,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/210137901123497.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4237094132988569.jpg,1080,749,1.44,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4237094132988569.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4068745446490106.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4068745446490106.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3889443991086920.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/3889443991086920.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
215770640560223.jpg,1080,603,1.79,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/215770640560223.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
533546778782606.jpg,1080,839,1.29,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/533546778782606.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4183752448322738.jpg,720,960,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4183752448322738.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
555512413252709.jpg,1080,1080,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/555512413252709.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3634861733211815.jpg,768,960,0.8,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/3634861733211815.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
221387556665198.jpg,958,958,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/221387556665198.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
268245065312780.jpg,720,960,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/268245065312780.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
614719767331973.jpg,1066,656,1.62,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/614719767331973.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
211092287694725.jpg,858,960,0.89,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/211092287694725.jpg,Cartaz / Informativo de Evento,"Banners, cartazes de divulgação e avisos da associação."
3853103894720930.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3853103894720930.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
4036446963053288.jpg,1126,590,1.91,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/4036446963053288.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4025369460827705.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4025369460827705.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
742167537920528.jpg,720,720,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/742167537920528.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3651558171542171.jpg,1125,1172,0.96,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3651558171542171.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
443935104410441.jpg,1080,1440,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/443935104410441.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3730828506948470.jpg,720,960,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/3730828506948470.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4183752214989428.jpg,867,867,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4183752214989428.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
394377029366249.jpg,692,374,1.85,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/394377029366249.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3729242597107061.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3729242597107061.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
268244251979528.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/268244251979528.jpg,Cartaz / Informativo de Evento,"Banners, cartazes de divulgação e avisos da associação."
4135510369813613.jpg,1080,891,1.21,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4135510369813613.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
614719570665326.jpg,1080,693,1.56,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/614719570665326.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4358349734196341.jpg,1032,764,1.35,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4358349734196341.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
627780529359230.jpg,607,1080,0.56,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/627780529359230.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
217429243727696.jpg,960,610,1.57,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/217429243727696.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
565923368878280.jpg,1080,1080,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/565923368878280.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
273745264762760.jpg,720,707,1.02,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/273745264762760.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
262524445884842.jpg,960,770,1.25,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/262524445884842.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4353693297995318.jpg,720,960,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4353693297995318.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
313337690803517.jpg,1080,677,1.6,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/313337690803517.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3879296415435011.jpg,1440,1072,1.34,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/3879296415435011.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
614719877331962.jpg,1080,887,1.22,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/614719877331962.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
562376449232972.jpg,2048,1536,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/562376449232972.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
4193580340673282.jpg,960,775,1.24,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4193580340673282.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
239184334885520.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/239184334885520.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4183754314989218.jpg,960,540,1.78,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/4183754314989218.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
394376516032967.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/394376516032967.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
248358393968114.jpg,1080,806,1.34,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/248358393968114.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
614719743998642.jpg,1080,806,1.34,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/614719743998642.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
3898971540134165.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3898971540134165.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
310760754394544.jpg,960,696,1.38,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/310760754394544.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4043410245690293.jpg,600,1136,0.53,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4043410245690293.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
738095584994390.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/738095584994390.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
244208727716414.jpg,582,498,1.17,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/244208727716414.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4324850364212945.jpg,1080,710,1.52,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4324850364212945.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3575901202441202.jpg,960,1200,0.8,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/3575901202441202.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
364855638985055.jpg,471,413,1.14,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/364855638985055.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
274474741356479.jpg,1080,743,1.45,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/274474741356479.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
967195685417711.jpg,1440,1440,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/967195685417711.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
333264755477477.jpg,960,867,1.11,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/333264755477477.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4101274026570581.jpg,960,1280,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4101274026570581.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3741577672540220.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3741577672540220.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
555512306586053.jpg,1080,1080,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/555512306586053.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
3586222961409026.jpg,1072,1440,0.74,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/3586222961409026.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
4035768813121103.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/4035768813121103.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
555512909919326.jpg,1600,720,2.22,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/555512909919326.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3745357992162188.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3745357992162188.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
522366276567323.jpg,960,696,1.38,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/522366276567323.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
4183753624989287.jpg,590,1280,0.46,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/4183753624989287.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
268245245312762.jpg,720,960,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/268245245312762.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
967195925417687.jpg,1536,2048,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/967195925417687.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
364855592318393.jpg,540,368,1.47,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/364855592318393.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3741579582540029.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3741579582540029.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
232255468911740.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/232255468911740.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
212508134219807.jpg,1440,1080,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/212508134219807.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3767747646589889.jpg,718,960,0.75,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/3767747646589889.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
743725001098115.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/743725001098115.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
642049444599005.jpg,2048,923,2.22,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/642049444599005.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
277437261060227.jpg,459,459,1.0,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/277437261060227.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
275712201232733.jpg,960,640,1.5,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/275712201232733.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
685254426945173.jpg,1600,1200,1.33,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/685254426945173.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
4151177271580256.jpg,1080,908,1.19,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/4151177271580256.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3651503628214292.jpg,1440,1031,1.4,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/3651503628214292.jpg,Pódio & Premiações,"Cerimônias de entrega de troféus, medalhas e fotos de comemoração."
4144948052203178.jpg,768,960,0.8,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/4144948052203178.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
305875631549723.jpg,1024,1280,0.8,mobile,Card Vertical / Mobile Stories,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/02_retratos_mobile/305875631549723.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3658878874143434.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3658878874143434.jpg,Paisagem & Balneário,"Fotos de paisagens rurais, Lago de Itaipu e Balneário Terra das Águas."
4261112973920018.jpg,960,573,1.68,thumb,Thumbnail / Ícone,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/04_pequenas_thumbnails/4261112973920018.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
743724391098176.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/743724391098176.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
3993620460669272.jpg,960,960,1.0,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3993620460669272.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
3741579302540057.jpg,960,720,1.33,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/3741579302540057.jpg,Pedal de Grupo & Trilhas MTB,Registros dos ciclistas em ação nas trilhas de terra e estradas rurais.
243691931101427.jpg,960,704,1.36,square,Galeria Grid / Eventos,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/03_quadradas_galeria/243691931101427.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
614719907331959.jpg,1080,752,1.44,hero,Banner Hero / Carrossel Principal,/home/horyu/Projetos/ciclismo_santa_helena_midias/facebook_fotos_organizadas/01_banners_hero/614719907331959.jpg,Concentração & Registros de Grupo,"Fotos de concentração na saída dos passeios, pontos de apoio e fotos em grupo."
